episode,global_step,elapsed_s,adv_reward,good_reward,aloss_leader,aloss_adv,aloss_good,closs_adv,ent_adv,ent_good,kl_adv
4160,208000,12480.9,54.326,-30.254,-0.0024,-0.0007,-0.0010,0.1623,1.3262,1.4624,0.0002
4180,209000,12490.7,37.884,-25.143,-0.0047,-0.0009,-0.0009,0.1314,1.3121,1.4606,-0.0000
4200,,,,,,,,,,,
4200,210000,12498.2,42.827,-29.684,-0.0030,-0.0007,-0.0010,0.1761,1.3059,1.4378,0.0001
4220,211000,12503.4,32.370,-29.818,-0.0021,-0.0006,-0.0016,0.1586,1.2913,1.4399,-0.0001
4240,212000,12509.0,49.651,-30.328,-0.0036,-0.0006,-0.0005,0.1692,1.3116,1.4287,0.0001
4260,213000,12513.5,26.465,-34.885,-0.0017,-0.0008,-0.0008,0.1675,1.3073,1.3979,-0.0000
4280,214000,12517.8,40.280,-38.007,-0.0024,-0.0007,-0.0017,0.2521,1.2988,1.4102,0.0001
4300,215000,12521.9,48.136,-33.152,-0.0013,-0.0013,-0.0013,0.2308,1.3142,1.4690,-0.0002
4320,216000,12526.0,50.003,-30.209,-0.0022,-0.0005,-0.0010,0.2375,1.3018,1.4392,0.0001
4340,217000,12530.0,43.128,-26.699,-0.0018,-0.0007,-0.0011,0.1417,1.2727,1.4637,0.0001
4360,218000,12534.2,50.347,-30.389,-0.0025,-0.0012,-0.0012,0.1478,1.3027,1.4725,0.0003
4380,219000,12538.6,40.859,-30.081,-0.0021,-0.0008,-0.0009,0.1805,1.2816,1.4529,-0.0001
4400,,,,,,,,,,,
4400,220000,12545.0,32.901,-24.267,-0.0019,-0.0008,-0.0010,0.1471,1.2623,1.4557,0.0005
4420,221000,12549.4,49.599,-33.257,-0.0020,-0.0009,-0.0017,0.2928,1.2628,1.4676,0.0001
4440,222000,12553.8,40.530,-25.177,-0.0029,-0.0006,-0.0004,0.1875,1.2578,1.4612,0.0001
4460,223000,12558.2,54.823,-33.895,-0.0026,-0.0006,-0.0008,0.3245,1.2647,1.4545,0.0000
4480,224000,12562.5,47.403,-32.833,-0.0024,-0.0009,-0.0010,0.1991,1.2798,1.4635,0.0000
4500,225000,12566.9,30.023,-27.797,-0.0021,-0.0009,-0.0023,0.1521,1.2883,1.4642,0.0001
4520,226000,12571.4,45.804,-27.975,-0.0020,-0.0009,-0.0008,0.1606,1.2797,1.4821,0.0005
4540,227000,12575.6,40.760,-33.201,-0.0023,-0.0012,-0.0018,0.1700,1.2630,1.4510,0.0008
4560,228000,12580.0,60.377,-32.154,-0.0033,-0.0007,-0.0006,0.2745,1.3081,1.4505,-0.0001
