episode,step,time_s,adv_reward,good_reward,actor_loss,critic_loss,entropy,kl,q_loss
2640,132000,523.7,251.6830,-29.8429,-0.0012,0.1022,2.0344,0.0001,nan
2660,133000,527.4,245.0098,-28.3783,-0.0017,0.1609,2.0272,0.0004,nan
2680,134000,531.1,250.8651,-34.1983,-0.0014,0.1159,2.0224,0.0004,nan
2700,,,,,,,,,
2700,135000,536.4,198.8927,-28.6794,-0.0013,0.1331,2.0409,0.0003,nan
2720,136000,540.1,186.0244,-29.0313,-0.0015,0.1370,2.0217,0.0002,nan
2740,137000,543.8,249.3035,-34.1641,-0.0010,0.1655,2.0389,-0.0001,nan
2760,138000,547.4,248.9441,-34.9165,-0.0019,0.1852,2.0140,0.0003,nan
2780,139000,551.1,256.4114,-35.1745,-0.0013,0.2146,2.0032,0.0002,nan
2800,,,,,,,,,
2800,140000,556.4,228.0418,-39.1418,-0.0014,0.1828,2.0252,0.0005,nan
2820,141000,559.9,215.1580,-33.9582,-0.0016,0.1594,1.9928,0.0007,nan
2840,142000,563.5,198.4238,-23.6885,-0.0016,0.0912,2.0247,0.0001,nan
2860,143000,567.1,228.1106,-31.5175,-0.0014,0.1477,2.0275,0.0001,nan
2880,144000,570.8,252.7007,-39.9593,-0.0016,0.1789,2.0047,-0.0002,nan
2900,,,,,,,,,
2900,145000,576.0,246.4281,-33.9649,-0.0012,0.1439,2.0317,0.0004,nan
2920,146000,579.6,244.3669,-37.7332,-0.0016,0.1644,2.0445,0.0006,nan
2940,147000,583.5,192.7809,-35.3206,-0.0012,0.1304,2.0004,0.0002,nan
2960,148000,587.1,247.5946,-31.7626,-0.0016,0.1401,2.0288,-0.0001,nan
2980,149000,590.8,257.4213,-36.6062,-0.0016,0.1926,2.0296,0.0002,nan
3000,,,,,,,,,
3000,150000,596.2,240.6766,-29.4128,-0.0015,0.0950,2.0135,0.0002,nan
3020,151000,599.8,228.6563,-26.2697,-0.0011,0.1005,2.0328,0.0005,nan
3040,152000,603.4,254.2205,-28.9374,-0.0011,0.1341,2.0368,0.0000,nan
3060,153000,607.1,231.5150,-26.9061,-0.0012,0.1312,2.0354,0.0001,nan
