episode,global_step,elapsed_s,adv_reward,good_reward,aloss_leader,aloss_adv,aloss_good,closs_adv,ent_adv,ent_good,kl_adv
1980,99000,533.5,30.494,-23.803,-0.0016,-0.0018,-0.0017,0.0247,1.3467,1.3691,0.0006
2000,,,,,,,,,,,
2000,100000,541.0,29.459,-35.673,-0.0017,-0.0007,-0.0013,0.0193,1.3534,1.3518,0.0002
2020,101000,546.1,34.814,-28.526,-0.0017,-0.0006,-0.0014,0.0268,1.3592,1.3731,0.0002
2040,102000,551.2,29.446,-23.521,-0.0022,-0.0007,-0.0012,0.0293,1.3639,1.3916,-0.0001
2060,103000,556.3,29.860,-23.424,-0.0027,-0.0014,-0.0005,0.0224,1.3523,1.3936,-0.0000
2080,104000,561.5,40.087,-22.942,-0.0032,-0.0012,-0.0010,0.0254,1.3443,1.3690,-0.0002
2100,105000,566.8,38.589,-25.937,-0.0021,-0.0012,-0.0007,0.0295,1.3434,1.3774,0.0001
2120,106000,571.9,36.342,-29.348,-0.0019,-0.0011,-0.0008,0.0298,1.3658,1.3722,0.0003
2140,107000,577.2,36.183,-26.045,-0.0019,-0.0019,-0.0013,0.0323,1.3726,1.3925,0.0006
2160,108000,582.3,44.388,-28.870,-0.0024,-0.0006,-0.0009,0.0266,1.3524,1.3904,0.0002
2180,109000,587.5,38.474,-27.675,-0.0020,-0.0014,-0.0009,0.0304,1.3726,1.3921,-0.0006
2200,,,,,,,,,,,
2200,110000,594.9,36.931,-28.153,-0.0022,-0.0012,-0.0008,0.0227,1.3387,1.3900,0.0004
2220,111000,599.9,56.726,-41.112,-0.0014,-0.0011,-0.0010,0.0405,1.3642,1.4023,-0.0001
2240,112000,604.8,43.954,-28.650,-0.0023,-0.0013,-0.0008,0.0267,1.3452,1.3957,0.0002
2260,113000,609.9,51.320,-33.719,-0.0019,-0.0009,-0.0012,0.0271,1.3244,1.4118,-0.0001
2280,114000,615.0,62.061,-33.449,-0.0019,-0.0021,-0.0013,0.0559,1.3217,1.4394,0.0011
2300,115000,620.1,59.995,-33.649,-0.0015,-0.0008,-0.0017,0.0598,1.3172,1.4300,-0.0001
2320,116000,625.3,40.313,-27.859,-0.0024,-0.0010,-0.0024,0.0459,1.3203,1.4493,0.0001
2340,117000,630.5,45.631,-27.338,-0.0023,-0.0018,-0.0020,0.0277,1.3353,1.4462,0.0007
2360,118000,635.8,36.206,-21.591,-0.0022,-0.0013,-0.0024,0.0332,1.3324,1.4549,0.0000
2380,119000,640.9,49.832,-31.010,-0.0015,-0.0012,-0.0027,0.0319,1.2980,1.4524,0.0003
2400,,,,,,,,,,,
2400,120000,648.5,33.914,-24.792,-0.0023,-0.0009,-0.0025,0.0295,1.2917,1.4528,0.0000
